Hsig (m),Tp (s),Tm (s),Dp (deg),DpSpr (deg),Dm (deg),DmSpr (deg),QF_waves,WindSpeed (m/s),WindDirec (deg),,
4.53,14.62,9.86,228.322,19.461,232.694,28.926,1,9.2,217,,
4.09,14.62,9.58,230.659,22.161,232.014,32.069,1,8.8,222,15.36,1
4.41,14.62,9.9,228.619,22.953,230.843,30.071,1,8.8,222,,
4.4,14.62,10.06,230.487,21.041,232.384,29.076,1,8,240,15.38,1
4.34,12.8,9.86,229.904,23.808,230.128,30.484,1,7.6,240,,
4.75,12.8,10.34,229.633,21.017,231.38,26.927,1,7.6,217,15.4,1
3.92,14.62,9.7,230.736,21.936,234.922,31.334,1,8,217,,
4.29,12.8,9.98,235.397,23.033,233.771,30.668,1,6,234,15.46,1
4.25,14.62,9.7,236.176,21.861,234.204,30.783,1,8,211,,
4.52,14.62,10.06,230.694,18.569,232.684,28.207,1,8,211,15.5,1
3.68,12.8,9.62,232.562,27.162,232.776,34.138,1,6.8,217,,
3.79,12.8,9.26,225.305,24.45,228.731,33.562,1,7.6,217,15.54,1
4.23,12.8,9.66,234.021,21.419,231.524,30.554,1,8.4,217,,
4.2,12.8,9.72,235.562,20.634,233.221,30.273,1,6.8,217,15.6,1
4.12,14.62,9.76,228.18,18.649,230.887,29.295,1,7.6,211,,
3.97,12.8,9.2,236.712,22.02,232.287,31.367,1,8.8,211,15.64,1
4.11,14.62,9.6,232.874,23.162,231.63,31.995,1,8,205,,
3.83,12.8,9.18,231.016,26.832,230.415,35.036,1,6.8,217,15.66,1
4.11,14.62,9.72,233.118,19.883,229.006,31.29,1,8.4,205,,
3.78,12.8,8.92,230.074,26.751,228.113,33.681,1,9.2,205,15.64,1
3.89,12.8,9.3,233.486,23.844,229.888,32.047,1,8,217,,
4.01,12.8,9.28,227.151,27.599,227.005,33.413,1,8.4,211,15.62,1
3.74,12.8,9.16,230.016,27.433,229.885,35.165,1,8,211,,
3.9,14.62,8.96,232.199,21.951,227.264,32.433,1,8.4,205,15.62,1
3.6,14.62,8.72,229.046,21.344,225.584,34.919,1,6.8,177,,
3.91,12.8,9.26,234.8,22.056,230.317,34.326,1,8.8,205,15.62,1
3.82,14.62,9.28,234.896,18.982,228.827,32.52,1,7.2,200,,
3.64,12.8,9,236.963,21.893,229.155,31.491,1,7.2,200,15.62,1
3.76,12.8,9.3,231.597,22.837,228.527,32.127,1,7.2,205,,
3.42,12.8,8.82,232.076,25.187,227.376,34.661,1,7.6,205,15.62,1
3.26,11.36,8.28,232.708,28.524,226.369,35.289,1,7.6,200,,
3.43,12.8,8.66,234.08,22.951,228.642,33.705,1,8,194,15.6,1
3.61,12.8,8.8,231.052,24.139,225.666,33.185,1,8,194,,
3.53,12.8,9.26,232.247,22.04,227.076,32.444,1,6.4,200,15.58,1
3.65,12.8,9.24,230.618,21.117,228.256,32.432,1,7.2,194,,
3.74,12.8,9.28,225.256,21.592,224.58,31.433,1,7.2,200,15.58,1
3.46,12.8,8.84,228.563,25.494,226.07,34.909,1,5.6,211,,
3.52,12.8,9.14,229.064,21.971,225.143,33.53,1,7.2,205,15.56,1
3.85,12.8,9.42,229.296,18.061,224.816,30.332,1,6.8,251,,
3.63,12.8,9.28,232.901,21.406,226.908,31.241,1,6.4,222,15.52,1
3.5,12.8,9.14,230.677,20.444,225.897,32.559,1,7.2,200,,
3.29,12.8,8.86,227.767,23.452,225.716,33.389,1,6.8,217,15.52,1
3.39,12.8,9.06,228.718,21.821,225.76,33.046,1,6.8,200,,
3.32,12.8,8.74,229.962,21.903,223.146,33.079,1,7.2,205,15.5,1
3.33,12.8,8.7,230.659,24.131,222.836,34.011,1,6.4,217,,
3.36,12.8,8.96,229.601,21.346,223.331,33.36,1,7.2,217,15.44,1
3.28,12.8,8.88,231.051,20.23,224.716,32.638,1,6,205,,
3.06,12.8,9.04,234.317,19.259,225.776,34.655,1,6.8,217,15.44,1
3.47,12.8,9.26,232.215,21.418,227.865,32.041,1,6.4,205,,
3.17,12.8,8.92,233.923,23.206,224.902,35.821,1,5.6,211,15.44,1
3.2,12.8,8.94,231.369,24.347,226.221,35.229,1,6,205,,
3.14,12.8,9.04,229.137,21.54,224.808,33.733,1,5.6,205,15.4,1
3.18,12.8,8.9,234.179,23.114,226.343,33.845,1,6,222,,
3.19,12.8,9.08,233.178,21.734,228.073,33.886,1,5.2,205,15.4,1
2.82,12.8,8.52,233.692,26.077,226.58,36.046,1,5.6,228,,
3.02,11.36,8.82,233.691,28.274,226.314,34.968,1,4.8,251,15.38,1
3.07,12.8,8.94,234.748,20.678,228.995,34.997,1,5.6,228,,
2.98,10.24,8.66,230.194,30.846,226.867,35.655,1,6,234,15.38,1
2.95,12.8,9.08,237.412,23.409,228.995,34.997,1,5.6,240,,
3.09,12.8,9.26,237.095,18.105,228.858,33.209,1,5.2,222,15.48,1
2.87,12.8,8.76,232.12,22.892,222.071,36.417,1,4.8,200,,
2.64,11.36,8.5,236.923,27.287,225.872,38.676,1,4.8,240,15.52,1
2.92,12.8,9.08,229.877,21.921,224.184,33.926,1,4.4,205,,
3,12.8,9.14,234.49,20.001,225.908,33.52,1,5.2,274,15.54,1
2.89,12.8,9.06,231.548,21.828,225.434,34.331,1,4,211,,
2.58,11.36,8.58,235.628,29.691,222.969,37.991,1,5.6,280,15.56,1
2.69,11.36,8.88,232.055,24.827,224.051,36.872,1,5.2,268,,
2.73,12.8,8.76,231.515,25.414,221.294,37.952,1,5.2,257,15.58,1
2.81,12.8,8.92,230.814,23.716,223.686,34.968,1,6.8,308,,
2.86,12.8,9.04,230.38,21.601,224.759,34.2,1,5.6,268,15.58,1
2.62,12.8,8.68,231.122,22.86,225.05,36.262,1,6,285,,
2.56,12.8,8.5,232.738,23.789,224.351,36.878,1,5.6,280,15.58,1
2.4,12.8,8.28,234.862,24.03,227.664,37.296,1,6.4,297,,
2.61,11.36,8.9,235.447,25.667,229.572,35.649,1,6,320,15.58,1
2.5,12.8,8.7,234.176,24.279,227.016,35.712,1,3.2,217,,
2.65,11.36,8.98,229.899,22.531,226.486,33.773,1,5.6,291,15.58,1
2.49,12.8,8.64,230.814,23.716,229.135,35.755,1,6,337,,
2.43,10.24,8.16,229.294,35.098,225.211,40.461,1,3.6,217,15.56,1
2.53,12.8,8.4,226.987,26,225.2,36.943,1,8.4,337,,
2.21,11.36,7.96,232.847,29.127,229.902,41.628,1,7.6,342,15.54,1
2.25,12.8,8.04,228.382,28.224,227.476,41.623,1,8,0,,
2.29,11.36,8.06,227.671,26.891,227.227,40.751,1,7.2,348,15.54,1
2.26,11.36,8.06,233.417,25.983,230.612,39.996,1,6.8,348,,
2.17,11.36,7.7,225.535,27.172,227.295,42.494,1,8.4,0,15.54,1
2.26,11.36,7.9,223.17,29.68,225.329,42.645,1,8,348,,
2.18,11.36,7.64,227.572,28.299,227.881,42.2,1,7.2,342,15.52,1
2.1,11.36,7.66,226.443,31.262,228.886,41.762,1,7.2,342,,
2.05,11.36,7.68,227.726,30.601,229.458,42.85,1,7.2,348,15.52,1
2.11,11.36,7.76,230.897,29.449,229.236,40.631,1,6.8,325,,
1.99,11.36,7.52,230.701,31.502,233.689,41.222,1,7.2,320,15.52,1
2.13,11.36,7.58,234.806,24.431,235.126,38.481,1,7.6,331,,
2.01,11.36,7.54,232.059,27.03,232.637,40.595,1,8,342,15.5,1
2.08,12.8,7.42,233.486,28.003,231.83,40.534,1,8.4,354,,
2.11,11.36,7.78,227.465,31.207,238.804,47.211,1,6.8,337,15.5,1
2.09,11.36,7.26,228.877,22.914,232.985,38.753,1,8,337,,
1.92,11.36,6.76,230.186,29.872,240.789,42.175,1,7.2,5,15.5,1
1.92,10.24,6.76,226.783,29.605,238.186,43.48,1,8.4,348,,
1.91,10.24,6.54,229.022,32.64,238.831,44.189,1,8.8,354,15.48,1
1.95,11.36,6.8,228.964,28.076,238.969,42.977,1,8,342,,
2.07,11.36,6.88,233.86,28.631,238.853,41.848,1,8.4,348,15.5,1
1.89,11.36,6.56,224.365,28.792,238.361,44.607,1,8.8,337,,
1.87,11.36,6.44,226.724,31.395,242.347,46.712,1,8.8,342,15.54,1
1.87,11.36,6.62,220.203,27.551,237.443,44.43,1,8.8,337,,
1.95,11.36,6.82,227.63,30.459,237.797,42.81,1,7.6,348,15.58,1
1.99,11.36,6.94,225.833,25.17,237.971,41.388,1,8.4,337,,
1.95,11.36,7.26,221.844,34.741,238.529,48.339,1,7.2,325,15.6,1
1.86,10.24,6.56,230.113,28.477,243.368,40.854,1,7.6,337,,
1.78,10.24,6.26,224.726,29.574,244.306,45.121,1,7.6,325,15.6,1
2.07,11.36,6.8,231.17,28.693,240.791,41.384,1,9.2,342,,
2.02,11.36,6.8,224.181,23.102,239.619,41.142,1,8.4,337,15.6,1
1.99,11.36,6.76,224.593,28.558,240.533,42.468,1,8,331,,
2.01,11.36,6.9,228.563,25.494,242.354,41.193,1,7.6,348,15.6,1
1.89,10.24,6.7,228.351,28.627,242.135,41.948,1,7.2,342,,
2.01,10.24,6.86,225.089,26.67,240.793,40.578,1,6.8,331,15.58,1
1.99,11.36,6.94,225.141,32.007,244.443,40.88,1,7.2,354,,
2.04,11.36,7.1,225.88,25.616,240.53,39.778,1,8,320,15.6,1
2.04,10.24,6.94,224.254,25.352,243.898,39.892,1,8.8,331,,
1.99,11.36,7,220.725,27.955,242.048,41.291,1,7.6,354,15.58,1
2.09,10.24,7.1,225.752,26.232,240.723,39.896,1,8.4,348,,
2,11.36,7.02,219.052,23.782,238.141,42.129,1,7.6,342,15.54,1
2.11,11.36,7.36,223.454,22.571,239.706,39.725,1,7.6,354,,
2.1,11.36,7.66,225.518,23.208,236.994,38.721,1,6.4,5,15.52,1
2.03,11.36,7.46,226.82,23.729,240.751,37.637,1,7.2,22,,
1.86,10.24,7.04,228.791,24.37,242.045,39.948,1,7.2,22,15.52,1
1.89,11.36,7.2,230.316,27.132,242.866,40.675,1,7.2,11,,
1.96,11.36,7.28,231.216,23.91,241.06,39.732,1,8.4,0,15.52,1
2.01,10.24,7.08,229.459,24.731,242.659,41.093,1,8,0,,
2.09,10.24,7.18,228.263,25.796,240.803,42.616,1,7.6,0,15.52,1
1.99,11.36,6.92,225.352,25.449,241.099,43.792,1,8,348,,
2.08,10.24,7.3,229.412,24.646,241.132,42.19,1,8.4,348,15.52,1
2.04,11.36,7.2,227.291,25.714,242.393,42.766,1,7.6,342,,
2.06,12.8,7.06,222.427,24.514,242.768,43.372,1,7.6,337,15.54,1
2.11,11.36,7.1,225.95,28.547,241.408,43.109,1,8.8,337,,
2.09,11.36,7.2,225.304,24.075,240.689,42.813,1,8.4,337,15.52,1
Nan,Nan,Nan,Nan,Nan,Nan,Nan,1,8.4,348,,
4.01,25.6,13.5,174.75,73.303,229.128,66.022,1,9.2,348,15.5,1
2.06,11.36,6.54,219.237,26.281,247.725,48.821,1,8.4,342,,
2.21,11.36,6.86,225.61,24.351,246.93,45.224,1,7.6,348,15.46,1
2.27,11.36,6.92,222.892,27.684,246.245,45.352,1,7.2,337,,
2.31,10.24,6.74,229.282,27.043,247.786,45.837,1,9.6,348,15.36,1
2.31,11.36,6.82,221.28,26.265,247.329,46.581,1,10.8,342,,
2.37,11.36,6.96,217.913,25.365,248.121,46.625,1,9.2,348,15.32,1
2.29,11.36,6.66,224.102,27.823,252.597,50.099,1,9.2,348,,
2.87,10.24,7.88,235.693,30.666,251.277,54.098,1,9.2,5,15.38,1
2.37,10.24,6.96,230.666,27.817,247.72,50.701,1,10,0,,
2.24,11.36,7.02,222.758,31.583,250.596,51.043,1,8.8,5,15.44,1
2.33,11.36,6.96,223.998,29.252,251.65,49.678,1,7.2,5,,
2.43,11.36,7.24,233.783,26.66,250.969,47.696,1,8.8,354,15.46,1
2.52,11.36,7.56,230.046,28.963,249.23,46.167,1,8.8,354,,
2.34,10.24,7.22,241.209,29.588,253.005,47.791,1,6.4,331,15.46,1
2.41,11.36,7.4,232.231,27.576,252.008,45.809,1,8.4,0,,
2.75,11.36,7.88,232.652,23.815,248.299,42.744,1,8.4,354,15.52,1
2.48,10.24,7.66,240.575,29.492,250.13,43.171,1,8,0,,
2.56,11.36,7.66,235.129,24.593,251.787,42.928,1,9.2,0,15.48,1
2.71,11.36,8.16,239.219,26.625,249.887,41.387,1,8.8,354,,
2.73,11.36,7.96,235.393,27.924,249.941,40.32,1,8.4,354,15.52,1
2.65,14.62,8.06,224.051,23.196,249.088,41.578,1,8,348,,
2.74,11.36,8.3,236.533,24.869,247.511,37.385,1,7.6,22,15.52,1
2.47,10.24,7.86,252.201,29.945,252.353,41.186,1,7.6,5,,
2.53,11.36,7.8,237.909,25.18,248.989,39.416,1,8.4,337,15.54,1
2.47,12.8,7.8,226.243,26.645,249.745,41.334,1,8.8,342,,
2.57,12.8,7.92,226.304,24.139,249.369,37.804,1,8,348,15.56,1
2.55,12.8,8.26,226.164,23.089,246.501,37.614,1,7.6,40,,
2.49,11.36,7.9,238.522,28.304,248.936,39.568,1,8.4,0,15.56,1
2.44,12.8,7.88,222.911,24.277,243.104,40.001,1,8,28,,
2.37,12.8,7.68,229.257,30.674,248.936,40.682,1,7.6,354,15.56,1
2.49,12.8,8.38,226.092,24.798,240.858,35.603,1,6.8,354,,
2.37,12.8,8.24,230.179,25.152,244.163,36.976,1,6.8,51,15.56,1
2.44,12.8,8.5,224.267,23.105,239.663,36.476,1,7.6,354,,
2.25,12.8,8.28,227.444,24.618,241.384,37.858,1,7.2,0,15.56,1
2.45,12.8,8.78,228.366,23.185,238.783,36.434,1,7.6,348,,
2.47,12.8,8.58,223.246,22.048,236.548,37.676,1,7.6,348,15.58,1
2.25,12.8,7.98,222.215,26.109,238.946,40.633,1,8,354,,
2.26,12.8,8.28,228.639,25.125,239.655,38.359,1,7.6,0,15.58,1
2.25,12.8,8.1,226.41,25.771,239.59,39.463,1,7.6,0,,
2.48,11.36,8.66,233.328,24.744,239.645,34.363,1,6.8,348,15.56,1
2.3,12.8,8.56,225.532,26.495,238.913,37.842,1,7.2,354,,
2.59,11.36,9.4,237.647,24.838,240.646,32.861,1,6.8,354,15.44,1
2.46,12.8,9.26,227.702,22.369,238.045,33.115,1,6.4,342,,
2.53,12.8,9.44,232.537,24.79,242.396,32.019,1,6.4,342,15.32,1
2.71,12.8,9.84,229.542,20.818,237.114,29.266,1,6,342,,
2.31,12.8,9.4,233.823,24.865,239.336,33.226,1,4.4,342,15.24,1
2.42,11.36,9.9,236.412,23.584,241.123,30.725,1,4.4,5,,
2.47,12.8,9.78,235.644,24.392,242.379,30.97,1,4,348,15.26,1
2.32,11.36,9.6,232.739,27.118,240.657,33.426,1,3.2,348,,
2.47,11.36,9.9,233.069,24.167,240.448,29.868,1,2.8,348,15.3,1
2.51,12.8,9.88,237.198,24.386,240.231,30.279,1,1.6,240,,
2.3,12.8,9.86,241.39,23.115,242.337,31.972,1,2,0,15.46,1
2.35,11.36,9.82,236.363,28.816,241.798,32.221,1,1.6,222,,
2.51,12.8,10.02,241.743,18.524,241.721,28.43,1,1.6,17,15.48,1
2.34,11.36,9.5,237.211,28.179,240.247,33.093,1,2,108,,
2.39,12.8,9.62,245.868,24.82,244.38,31.615,1,4.4,142,15.52,1
2.26,12.8,9.7,243.381,22.507,244.33,32.467,1,1.6,228,,
2.15,12.8,9.44,242.64,27.75,244.199,34.402,1,4.4,148,15.52,1
2.06,11.36,9.46,237.872,28.655,241.141,35.497,1,3.6,148,,
2.31,11.36,9.66,245.169,24.289,242.782,31.982,1,4.8,154,15.52,1
2.29,12.8,9.78,238.576,23.102,239.341,31.263,1,3.6,148,,
2.32,12.8,9.88,243.129,25.664,239.792,32.483,1,3.6,171,15.52,1
2.19,12.8,9.58,244.651,24.785,242.301,32.505,1,4,160,,
2.37,12.8,9.84,242.433,22.165,241.244,30.592,1,4.4,154,15.54,1
2.3,12.8,9.62,244.13,25.545,239.589,32.991,1,5.2,154,,
2.27,12.8,9.48,240.078,25.183,238.699,33.801,1,5.6,160,15.52,1
2.16,12.8,8.7,248.976,27.738,239.012,37.813,1,6.4,160,,
2.33,12.8,8.4,240.194,23.969,234.422,36.413,1,6.8,182,15.54,1
2.67,12.8,8.44,240.964,26.604,233.792,36.602,1,6.8,131,,
2.61,12.8,8.06,241.186,25.294,227.162,37.322,1,7.6,142,15.56,1
2.58,12.8,7.72,240.449,25.9,225.668,38.796,1,7.2,171,,
2.83,12.8,8.06,238.405,23.987,221.876,37.45,1,7.6,171,15.6,1
2.72,11.36,7.62,239.112,27.198,220.06,39.491,1,8.4,177,,
2.95,11.36,7.58,238.664,25.09,219.369,41.34,1,7.2,148,15.58,1
2.91,12.8,7.38,239.395,30.712,214.844,43.375,1,7.2,148,,
2.85,12.8,7.04,235.617,31.211,205.807,44.835,1,6,177,15.5,1
3.12,11.36,7.64,231.803,29.278,210.712,42.461,1,10,154,,
2.89,12.8,7.52,238.971,27.858,212.638,44.81,1,9.2,148,15.42,1
3.09,11.36,7.72,237.177,28.274,215.912,43.386,1,8.8,160,,
3.01,12.8,7.52,237.11,26.522,213.153,44.856,1,8.4,160,15.38,1
2.88,11.36,7.68,241.375,25.647,215.834,44.162,1,8.4,165,,
2.98,12.8,7.82,235.597,28.993,216.885,41.365,1,8,160,15.32,1
3.26,12.8,8.4,233.733,21.637,217.516,37.996,1,7.2,154,,
3.18,11.36,8.22,232.477,24.528,217.315,37.965,1,7.2,160,15.24,1
3.09,11.36,8.32,234.8,24.9,219.388,39.996,1,7.2,160,,
2.84,11.36,7.9,226.793,27.621,217.368,39.277,1,6.8,171,15.18,1
3.21,12.8,8.66,238.509,24.126,222.074,38.716,1,7.6,165,,
2.86,11.36,7.8,236.098,28.096,218.253,40.262,1,7.6,171,15.12,1
3.08,12.8,8.44,238.126,24.702,221.762,39.797,1,6.4,171,,
2.94,11.36,8.28,236.418,29.668,218.353,41.283,1,6.8,177,15.1,1
3.1,12.8,8.36,229.379,21.068,216.513,40.183,1,6.8,142,,
3.21,12.8,8.76,236.739,19.671,222.98,37.631,1,7.6,142,15.08,1
3.21,12.8,8.58,232.891,20.423,218.919,38.311,1,7.6,165,,
2.82,12.8,8.2,234.367,27.166,216.511,40.58,1,8,165,15.06,1
3.06,12.8,8.66,226.993,23.716,216.178,36.847,1,7.2,165,,
2.99,12.8,8.82,228.209,23.786,214.308,35.807,1,6,160,15.1,1
2.88,12.8,8.62,224.689,26.584,213.77,38.239,1,6.8,160,,
2.87,12.8,8.6,228.236,30.632,213.202,39.361,1,7.6,148,15.1,1
2.81,11.36,8.44,228.24,27.996,216.691,40.439,1,8,160,,
2.93,14.62,8.88,221.525,25.505,212.477,37.921,1,6.4,165,15.1,1
3.09,12.8,9.22,223.666,22.883,214.326,35.683,1,7.2,154,,
3.21,14.62,9.62,218.497,23.551,212.45,34.913,1,5.2,154,15.1,1
3.2,12.8,9.48,219.333,24.318,212.99,34.334,1,5.2,160,,
3.12,12.8,9.7,221.046,25.353,214.318,34.696,1,4.8,171,15.12,1
3.06,14.62,9.54,213.977,22.659,214.829,34.557,1,5.2,165,,
3.23,14.62,9.92,216.617,21.555,210.848,33.293,1,4,171,15.14,1
3.15,14.62,9.72,214.25,23.578,211.245,34.398,1,5.2,160,,
3.27,12.8,9.92,223.22,24.017,217.358,33.759,1,5.6,148,15.14,1
3.54,14.62,10.72,212.757,18.391,211.647,32.006,1,4.4,165,,
3.68,12.8,10.54,220.045,21.696,215.008,31.534,1,7.2,154,15.16,1
3.56,12.8,9.96,221.348,24.108,212.334,35.011,1,7.2,142,,
3.29,12.8,10.12,215.13,29.996,212.864,35.429,1,6,160,15.2,1
3.38,12.8,10.2,220.608,22.828,215.703,33.821,1,6.4,137,,
3.24,12.8,10.14,212.754,28.083,210.929,34.223,1,6,160,15.28,1
3.36,12.8,10.34,215.307,28.714,212.106,33.997,1,6,160,,
3.76,12.8,10.58,214.887,22.749,211.426,31.262,1,4,188,15.42,1
3.57,12.8,10.54,218.361,24.468,216.909,31.418,1,6.4,182,,
3.76,12.8,10.7,217.949,20.71,214.605,29.686,1,5.2,177,15.48,1
3.46,12.8,10.6,213.656,23.81,214.166,31.442,1,6,245,,
3.49,12.8,10.54,223.418,28.522,217.792,33.77,1,5.6,182,15.46,1
3.55,12.8,10.56,214.992,24.731,215.192,31.584,1,6,194,,
3.51,12.8,10.48,217.157,26.057,214.808,31.625,1,5.2,177,15.46,1
3.52,12.8,10.28,220.143,23.721,214.309,31.041,1,5.6,182,,
3.34,12.8,10.14,218.337,26.437,214.801,32.487,1,6.4,194,15.44,1
3.35,12.8,10.16,216.603,28.027,214.877,32.648,1,4,188,,
3.15,14.62,10.36,215.75,26.862,211.536,34.154,1,6.4,182,15.34,1
3.58,12.8,10.54,220.372,25.696,214.853,30.826,1,5.2,200,,
3.33,12.8,10.22,215.436,25.8,214.334,32,1,5.2,234,15.32,1
3.31,12.8,10.36,221.83,28.645,216.45,33.645,1,4.8,194,,
3.11,14.62,10.38,208.124,25.623,209.56,33.582,1,4.8,205,15.3,1
3.44,14.62,10.6,215.27,22.292,217.584,30.075,1,4.8,200,,
3.22,12.8,10.36,218.056,25.935,214.905,32.014,1,4.4,217,15.28,1
3.26,14.62,10.84,217.727,21.718,213.871,30.379,1,4.4,228,,
3.02,14.62,10.54,213.896,25.048,210.493,32.808,1,3.2,188,15.28,1
3.19,12.8,10.54,215.017,25.475,213.111,30.433,1,5.2,222,,
3.15,12.8,10.42,214.248,23.082,213.36,31.781,1,4.8,211,15.3,1
3.08,14.62,10.4,223.629,26.21,217.682,32.296,1,4.8,262,,
3.23,14.62,10.9,215.165,21.937,214.307,30.666,1,4.4,222,15.26,1
3.03,12.8,10.42,214.761,23.788,213.506,32.116,1,4,200,,
3.05,12.8,10.68,220.554,26.681,217.461,31.023,1,2.8,194,15.26,1
3.03,12.8,10.54,225.36,27.997,219.075,32.041,1,5.2,211,,
2.93,12.8,10.56,215.266,27.22,213.043,32.332,1,4.4,211,15.26,1
3.14,12.8,10.56,217.859,23.282,214.901,30.388,1,4.8,188,,
3.06,12.8,10.5,220.193,24.671,216.398,30.858,1,5.6,194,15.24,1
3.19,12.8,10.88,216.501,24.031,213.601,29.517,1,2.4,188,,
3.31,14.62,11.14,217.948,18.861,215.655,27.426,1,3.2,211,15.2,1
2.89,12.8,10.84,214.807,26.812,214.831,30.595,1,4,188,,
2.97,14.62,10.62,218.212,23.183,214.179,30.551,1,4.4,188,15.2,1
3.2,12.8,10.96,217.587,22.705,214.428,30.018,1,3.6,177,,
2.76,14.62,10.78,218.718,25.197,212.962,33.227,1,3.6,165,15.2,1
3.28,12.8,10.98,216.749,21.496,215.841,27.896,1,4,182,,
3.13,12.8,10.86,217.433,20.76,215.471,28.922,1,4.4,194,15.18,1
2.83,12.8,10.46,219.127,25.821,215.18,30.843,1,4.4,205,,
2.86,12.8,10.46,220.3,21.749,216.494,29.823,1,4.4,228,15.22,1
2.93,14.62,10.58,217.768,22.558,215.583,30.122,1,4.8,211,,
2.72,12.8,10.12,218.993,23.185,216.883,31.703,1,4.8,211,15.22,1
2.83,12.8,10.76,211.608,26.223,212.716,30.219,1,3.6,182,,
3.07,14.62,10.8,219.289,19.049,215.733,29.547,1,4,188,15.22,1
3.1,12.8,10.7,220.924,22.379,214.997,29.492,1,5.2,200,,
2.93,12.8,10.5,217.82,26.141,216.236,31.555,1,4.8,205,15.32,1
2.8,14.62,10.28,220.756,19.291,213.035,31.011,1,4.8,228,,
2.77,12.8,10.34,222.846,27.763,218.009,31.786,1,2.4,182,15.38,1
2.59,12.8,10,214.243,29.179,213.293,34.286,1,4.8,308,,
2.73,14.62,10.38,218.202,23.377,213.986,32.474,1,4.4,188,15.34,1
2.77,14.62,10.3,218.278,23.591,211.73,32.398,1,4.4,188,,
2.58,11.36,10,213.312,29.964,212.76,34.536,1,5.2,182,15.38,1
2.72,14.62,10.4,219.445,20.586,214.683,31.881,1,4.4,200,,
2.31,12.8,9.56,216.032,30.768,212.45,34.913,1,4.8,171,15.42,1
2.69,12.8,10.26,212.902,24.715,210.466,31.559,1,4,182,,
2.36,14.62,9.96,213.899,26.832,209.539,35.416,1,4.4,188,15.44,1
2.72,12.8,10.16,210.345,23.594,212.047,30.282,1,4.4,188,,
2.5,12.8,10.02,210.813,26.728,210.343,32.822,1,2,182,15.38,1
2.43,12.8,9.96,218.709,27.698,213.179,34.389,1,5.2,200,,
2.5,12.8,9.96,219.103,24.548,213.099,32.278,1,2.4,182,15.34,1
2.55,12.8,9.98,214.937,22.668,212.471,30.968,1,5.6,194,,
2.5,12.8,10,216.223,27.676,213.392,32.937,1,4.8,188,15.3,1
2.36,12.8,9.82,216.176,27.16,210.766,34.029,1,6,177,,
2.5,12.8,10.16,218.041,23.136,216.158,31.391,1,2,194,15.26,1
2.37,14.62,9.86,217.772,24.781,211.182,32.776,1,5.2,171,,
2.58,12.8,10.34,213.18,23.692,212.249,31.189,1,5.2,171,15.16,1
2.51,12.8,9.82,217.913,23.879,215.208,31.442,1,6,177,,
2.38,12.8,9.96,215.915,28.082,213.539,34.288,1,5.2,171,15.12,1
2.46,12.8,9.92,209.955,26.296,210.141,32.312,1,5.2,165,,
2.39,12.8,9.7,210.677,29.018,208.513,34.07,1,6,160,15.12,1
2.63,14.62,9.98,218.973,22.683,214.657,32.872,1,6.4,165,,
2.51,12.8,9.92,215.729,27.615,212.841,34.019,1,6,148,15.12,1
2.42,12.8,9.6,217.565,29.143,209.609,34.839,1,6.8,342,,
2.45,12.8,9.68,217.109,26.738,212.952,34.256,1,6.4,148,15.14,1
2.57,12.8,9.68,212.784,26.652,209.57,33.02,1,6.4,137,,
2.63,12.8,10.04,218.935,22.572,213.215,31.442,1,4.8,148,15.16,1
2.63,12.8,9.9,214.259,25.466,212.385,31.9,1,6.4,137,,
2.6,12.8,9.78,219.584,24.556,214.1,33.07,1,6,251,15.16,1
2.44,12.8,9.54,212.505,28.233,209.677,34.998,1,6,142,,
2.61,12.8,9.86,216.247,23.266,212.261,32.722,1,5.6,45,15.16,1
2.32,12.8,9.42,211.532,28.245,208.676,34.481,1,6,142,,
2.53,12.8,9.6,220.297,23.069,213.93,32.171,1,6.8,131,15.18,1
2.39,11.36,9.12,213.095,30.198,208.621,34.732,1,6.8,142,,
2.55,11.36,9.46,214.699,30.1,212.034,32.93,1,4.4,154,15.2,1
2.45,11.36,9.06,208.179,29.281,210.044,34.929,1,6.8,142,,
2.47,12.8,9.34,217.636,24.837,214.807,34.351,1,7.6,148,15.2,1
2.5,11.36,9.26,217.588,26.945,213.309,34.827,1,6,160,,
2.3,12.8,8.88,213.869,29.214,209.186,37.679,1,7.2,160,15.2,1
2.54,12.8,8.84,217.645,26.097,211.081,34.749,1,7.6,160,,
2.53,12.8,9,211.153,23.948,208.844,33.926,1,7.6,154,15.18,1
2.55,12.8,9.22,215.074,25.854,211.58,35.31,1,7.6,182,,
2.46,12.8,9.26,225.175,25.092,214.242,37.246,1,6.8,148,15.2,1
2.6,12.8,9.28,216.376,27.469,210.868,35.871,1,6.4,142,,
2.34,12.8,8.88,219.959,27.011,211.27,37.71,1,6.4,137,15.22,1
2.43,12.8,9.24,216.783,25.686,210.466,37.091,1,6.8,137,,
2.42,12.8,8.96,215.111,27.423,210.599,37.196,1,6,148,15.24,1
2.43,12.8,9.04,218.367,25.921,212.95,36.422,1,6,137,,
2.43,12.8,9.22,220.001,28.011,213.808,37.081,1,6.8,131,15.28,1
2.51,12.8,9.38,218.875,26.381,211.85,36.046,1,6.8,131,,
2.34,11.36,8.96,211.78,29.16,211.815,38.11,1,6.4,125,15.32,1
2.34,11.36,8.68,208.731,30.734,207.352,39.381,1,6.4,120,,
